,ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CPC,CostPerConv_Total,CostPerConv_Approved,CPM
629,1121302,1178,144574,35-39,0,16,1206533,128,236.1199988,17,6,0.0106,1.84,13.8894,39.3533,0.2
571,1121184,1178,144549,30-34,0,27,283858,30,56.05999923,1,0,0.0106,1.87,56.06,56.05999923,0.2
555,1121138,1178,144538,30-34,0,22,328991,35,67.65000057,5,2,0.0106,1.93,13.53,33.825,0.21
589,1121229,1178,144561,30-34,0,32,404866,43,87.42000079,4,0,0.0106,2.03,21.855,87.42000079,0.22
520,1121092,1178,144531,30-34,0,10,637648,67,122.4,13,5,0.0105,1.83,9.4154,24.48,0.19
894,1121871,1178,144669,30-34,1,2,19178,2,2.779999971,1,1,0.0104,1.39,2.78,2.78,0.14
599,1121251,1178,144565,30-34,0,63,212175,22,38.58999968,2,1,0.0104,1.75,19.295,38.59,0.18
492,951448,936,123668,30-34,1,25,696,0,0,1,0,0,0.00,0,0,0
551,1121132,1178,144537,30-34,0,21,114923,12,23.73000026,4,2,0.0104,1.98,5.9325,11.865,0.21
757,1121585,1178,144621,40-44,0,66,9773,1,1.460000038,1,0,0.0102,1.46,1.46,1.460000038,0.15
882,1121847,1178,144665,30-34,1,36,39339,4,5.929999948,1,0,0.0102,1.48,5.93,5.929999948,0.15
816,1121695,1178,144639,45-49,0,32,29455,3,4.769999981,1,0,0.0102,1.59,4.77,4.769999981,0.16
581,1121207,1178,144554,30-34,0,29,374175,38,63.32000101,8,3,0.0102,1.67,7.915,21.1067,0.17
564,1121172,1178,144547,30-34,0,26,87935,9,15.63000023,1,0,0.0102,1.74,15.63,15.63000023,0.18
1101,1314366,1178,179933,30-34,1,110,99020,10,14.48000044,4,1,0.0101,1.45,3.62,14.48,0.15
579,1121205,1178,144554,30-34,0,29,297452,30,52.01999986,4,1,0.0101,1.73,13.005,52.02,0.17
870,1121827,1178,144661,30-34,1,29,30155,3,3.819999933,1,0,0.0099,1.27,3.82,3.819999933,0.13
586,1121220,1178,144558,30-34,0,31,100596,10,13.91999972,4,2,0.0099,1.39,3.48,6.96,0.14
1084,1314346,1178,179913,45-49,0,105,50406,5,7.26000011,1,1,0.0099,1.45,7.26,7.26,0.14
496,951498,936,123677,45-49,1,20,259,0,0,1,0,0,0.00,0,0,0
547,1121127,1178,144537,30-34,0,21,40873,4,7.899999976,2,1,0.0098,1.98,3.95,7.9,0.19
580,1121206,1178,144554,30-34,0,29,227925,22,35.30999994,22,12,0.0097,1.61,1.605,2.9425,0.15
529,1121104,1178,144533,30-34,0,16,2080666,202,360.1500015,40,21,0.0097,1.78,9.0038,17.15,0.17
525,1121098,1178,144532,30-34,0,15,1267550,123,236.7699986,24,10,0.0097,1.93,9.8654,23.677,0.19
1064,1314319,1178,179886,35-39,0,108,145324,14,19.82000005,2,1,0.0096,1.42,9.91,19.82,0.14
532,1121108,1178,144533,30-34,0,16,984521,95,163.8999972,26,14,0.0096,1.73,6.3038,11.7071,0.17
1052,1314299,1178,179866,30-34,0,103,189761,18,27.32999969,4,1,0.0095,1.52,6.8325,27.33,0.14
623,1121291,1178,144572,35-39,0,10,52553,5,8.529999852,1,0,0.0095,1.71,8.53,8.529999852,0.16
566,1121175,1178,144547,30-34,0,26,209461,20,34.19000006,1,0,0.0095,1.71,34.19,34.19000006,0.16
683,1121405,1178,144591,35-39,0,63,20959,2,3.769999981,1,1,0.0095,1.89,3.77,3.77,0.18
554,1121136,1178,144538,30-34,0,22,169588,16,27.79999924,1,0,0.0094,1.74,27.8,27.79999924,0.16
642,1121330,1178,144578,35-39,0,21,21743,2,3.400000095,1,0,0.0092,1.70,3.4,3.400000095,0.16
497,951508,936,123678,30-34,1,18,1134,0,0,1,0,0,0.00,0,0,0
621,1121289,1178,144572,35-39,0,10,98066,9,16.1500001,1,0,0.0092,1.79,16.15,16.1500001,0.16
1056,1314307,1178,179874,30-34,0,111,98606,9,12.10999984,1,0,0.0091,1.35,12.11,12.10999984,0.12
601,1121254,1178,144565,30-34,0,63,124005,11,21.84999979,4,1,0.0089,1.99,5.4625,21.85,0.18
573,1121193,1178,144552,30-34,0,28,57781,5,7.800000072,2,1,0.0087,1.56,3.9,7.8,0.13
867,1121820,1178,144660,30-34,1,28,11471,1,1.570000052,0,0,0.0087,1.57,1.570000052,1.570000052,0.14
498,951542,936,123684,40-44,1,27,357,0,0,1,0,0,0.00,0,0,0
1093,1314358,1178,179925,30-34,1,102,104496,9,11.42999983,3,2,0.0086,1.27,3.81,5.715,0.11
499,951607,936,123695,40-44,1,10,848,0,0,1,1,0,0.00,0,0,0
556,1121141,1178,144539,30-34,0,23,23198,2,2.980000019,1,0,0.0086,1.49,2.98,2.980000019,0.13
1054,1314303,1178,179870,30-34,0,107,496760,42,61.00999904,10,3,0.0085,1.45,6.101,20.3367,0.12
528,1121102,1178,144532,30-34,0,15,357856,30,52.97000015,7,3,0.0084,1.77,7.5671,17.6567,0.15
671,1121377,1178,144586,35-39,0,29,59390,5,9.209999919,5,3,0.0084,1.84,1.842,3.07,0.16
550,1121131,1178,144537,30-34,0,21,83591,7,14.14000046,2,2,0.0084,2.02,7.07,7.07,0.17
630,1121303,1178,144574,35-39,0,16,84494,7,12.57000017,2,0,0.0083,1.80,6.285,12.57000017,0.15
1068,1314324,1178,179891,35-39,0,113,97540,8,11.5199995,2,1,0.0082,1.44,5.76,11.52,0.12
501,951641,936,123700,40-44,1,2,87,0,0,1,1,0,0.00,0,0,0
907,1121897,1178,144673,35-39,1,15,24664,2,2.629999995,1,1,0.0081,1.32,2.63,2.63,0.11
1069,1314325,1178,179892,35-39,0,114,61441,5,7.700000048,1,0,0.0081,1.54,7.7,7.700000048,0.13
1063,1314318,1178,179885,35-39,0,107,112776,9,12.67999995,1,0,0.008,1.41,12.68,12.67999995,0.11
503,951692,936,123709,35-39,1,10,1107,0,0,1,0,0,0.00,0,0,0
684,1121410,1178,144592,35-39,0,64,24992,2,3.190000057,1,0,0.008,1.60,3.19,3.190000057,0.13
884,1121855,1178,144666,30-34,1,63,24893,2,3.75,1,0,0.008,1.88,3.75,3.75,0.15
1058,1314309,1178,179876,30-34,0,113,276762,22,32.09000015,5,1,0.0079,1.46,6.418,32.09,0.12
709,1121454,1178,144599,40-44,0,16,75589,6,10.66000009,1,1,0.0079,1.78,10.66,10.66,0.14
507,951782,936,123724,45-49,1,26,781,0,0,1,0,0,0.00,0,0,0
508,951810,936,123729,35-39,1,16,2226,0,0,1,0,0,0.00,0,0,0
559,1121152,1178,144541,30-34,0,24,88443,7,13.0400002,1,1,0.0079,1.86,13.04,13.04,0.15
587,1121223,1178,144558,30-34,0,31,64020,5,11.0599997,1,0,0.0078,2.21,11.06,11.0599997,0.17
574,1121195,1178,144552,30-34,0,28,38757,3,5.220000029,1,0,0.0077,1.74,5.22,5.220000029,0.13
593,1121242,1178,144562,30-34,0,36,38900,3,5.580000043,1,0,0.0077,1.86,5.58,5.580000043,0.14
567,1121177,1178,144547,30-34,0,26,26316,2,3.24000001,3,0,0.0076,1.62,1.08,3.24000001,0.12
1113,1314383,1178,179950,35-39,1,112,81569,6,9.409999967,3,1,0.0074,1.57,3.1367,9.41,0.12
557,1121142,1178,144539,30-34,0,23,26890,2,3.24000001,1,0,0.0074,1.62,3.24,3.24000001,0.12
631,1121304,1178,144574,35-39,0,16,94257,7,12.5800004,1,1,0.0074,1.80,12.58,12.58,0.13
568,1121181,1178,144549,30-34,0,27,41030,3,5.140000105,2,1,0.0073,1.71,2.57,5.14,0.13
553,1121134,1178,144538,30-34,0,22,68905,5,9.440000057,1,0,0.0073,1.89,9.44,9.440000057,0.14
511,951853,936,123736,30-34,1,20,529,0,0,0,0,0,0.00,0,0,0
584,1121215,1178,144556,30-34,0,30,41636,3,4.210000038,1,0,0.0072,1.40,4.21,4.210000038,0.1
876,1121839,1178,144663,30-34,1,31,13911,1,1.730000019,1,1,0.0072,1.73,1.73,1.73,0.12
1080,1314339,1178,179906,40-44,0,113,86293,6,9.259999871,1,1,0.007,1.54,9.26,9.26,0.11
697,1121430,1178,144595,35-39,0,7,28989,2,2.290000021,1,0,0.0069,1.15,2.29,2.290000021,0.08
1050,1314297,1178,179864,30-34,0,101,72228,5,7.529999852,4,4,0.0069,1.51,1.8825,1.8825,0.1
596,1121245,1178,144562,30-34,0,36,29185,2,3.149999976,1,0,0.0069,1.58,3.15,3.149999976,0.11
591,1121233,1178,144561,30-34,0,32,57690,4,6.74000001,1,0,0.0069,1.69,6.74,6.74000001,0.12
1090,1314354,1178,179921,45-49,0,113,138525,9,13.65000045,3,0,0.0065,1.52,4.55,13.65000045,0.1
676,1121390,1178,144588,35-39,0,31,15513,1,1.289999962,1,0,0.0064,1.29,1.29,1.289999962,0.08
536,1121114,1178,144534,30-34,0,18,31349,2,3.800000072,1,0,0.0064,1.90,3.8,3.800000072,0.12
530,1121105,1178,144533,30-34,0,16,145999,9,16.5200001,5,2,0.0062,1.84,3.304,8.26,0.11
1099,1314364,1178,179931,30-34,1,108,132124,8,11.18999994,4,0,0.0061,1.40,2.7975,11.18999994,0.08
1059,1314312,1178,179879,35-39,0,101,33534,2,2.960000038,1,1,0.006,1.48,2.96,2.96,0.09
1049,1314296,1178,179863,30-34,0,100,33445,2,3.199999928,1,0,0.006,1.60,3.2,3.199999928,0.1
1072,1314330,1178,179897,40-44,0,104,17559,1,1.49000001,1,1,0.0057,1.49,1.49,1.49,0.08
602,1121255,1178,144565,30-34,0,63,20423,1,1.960000038,1,0,0.0049,1.96,1.96,1.960000038,0.1
512,951854,936,123736,30-34,1,20,487,0,0,1,0,0,0.00,0,0,0
549,1121129,1178,144537,30-34,0,21,20618,1,2.099999905,2,1,0.0049,2.10,1.05,2.1,0.1
590,1121231,1178,144561,30-34,0,32,22256,1,1.659999967,1,1,0.0045,1.66,1.66,1.66,0.07
1051,1314298,1178,179865,30-34,0,102,49699,2,2.690000057,2,1,0.004,1.35,1.345,2.69,0.05
552,1121133,1178,144538,30-34,0,22,25002,1,1.710000038,1,0,0.004,1.71,1.71,1.710000038,0.07
1057,1314308,1178,179875,30-34,0,112,51104,2,3.199999928,3,1,0.0039,1.60,1.0667,3.2,0.06
527,1121101,1178,144532,30-34,0,15,29945,1,1.590000033,2,1,0.0033,1.59,0.795,1.59,0.05
524,1121097,1178,144532,30-34,0,15,30068,1,1.820000052,1,0,0.0033,1.82,1.82,1.820000052,0.06
531,1121107,1178,144533,30-34,0,16,32616,1,1.539999962,2,0,0.0031,1.54,0.77,1.539999962,0.05
521,1121094,1178,144531,30-34,0,10,24362,0,0,1,1,0,0.00,0,0,0
588,1121224,1178,144558,30-34,0,31,14289,0,0,1,0,0,0.00,0,0,0
600,1121252,1178,144565,30-34,0,63,11139,0,0,1,1,0,0.00,0,0,0
609,1121273,1178,144569,30-34,0,2,9370,0,0,1,1,0,0.00,0,0,0
619,1121286,1178,144571,30-34,0,66,10991,0,0,1,0,0,0.00,0,0,0
659,1121359,1178,144583,35-39,0,26,7573,0,0,1,0,0,0.00,0,0,0
670,1121375,1178,144586,35-39,0,29,9921,0,0,1,0,0,0.00,0,0,0
517,952080,936,123774,40-44,1,27,415,0,0,1,0,0,0.00,0,0,0
518,952100,936,123777,35-39,1,29,810,0,0,1,1,0,0.00,0,0,0
720,1121477,1178,144603,40-44,0,21,7073,0,0,1,0,0,0.00,0,0,0
852,1121791,1178,144655,30-34,1,23,6838,0,0,1,0,0,0.00,0,0,0
881,1121846,1178,144664,30-34,1,32,8350,0,0,1,0,0,0.00,0,0,0
883,1121854,1178,144666,30-34,1,63,8587,0,0,1,0,0,0.00,0,0,0
895,1121873,1178,144669,30-34,1,2,5264,0,0,1,0,0,0.00,0,0,0
